user_id,date,location
1,20140201,23
1,20140202,23
1,20140203,23
1,20140204,23
1,20140205,23
1,20140205,64
1,20140206,23
1,20140207,23
1,20140208,23
1,20140209,23
1,20140210,23
1,20140211,23
1,20140212,23
1,20140213,23
1,20140215,23
1,20140216,23
1,20140217,23
1,20140218,23
1,20140219,23
1,20140220,23
1,20140221,23
1,20140222,23
1,20140223,23
1,20140223,64
1,20140224,23
1,20140225,23
1,20140226,23
1,20140226,64
1,20140227,23
1,20140228,23
1,20140228,206
1,20140301,23
1,20140302,23
1,20140304,23
1,20140306,23
1,20140307,23
1,20140308,23
1,20140309,23
1,20140310,23
1,20140312,23
1,20140313,23
1,20140316,208
1,20140317,208
1,20140318,23
1,20140319,23
1,20140320,23
1,20140322,23
1,20140323,23
1,20140324,23
1,20140325,23
1,20140326,23
1,20140326,206
1,20140327,206
1,20140328,206
1,20140329,206
1,20140330,206
1,20140401,206
1,20140402,206
1,20140403,206
1,20140404,206
1,20140406,206
1,20140407,206
1,20140408,206
1,20140414,206
1,20140415,206
1,20140416,206
1,20140417,206
1,20140418,206
1,20140419,206
1,20140420,206
1,20140421,206
1,20140422,206
1,20140423,206
1,20140424,206
1,20140425,206
1,20140426,206
1,20140427,206
1,20140428,206
1,20140429,206
1,20140505,206
1,20140506,206
1,20140507,206
1,20140508,206
1,20140509,206
1,20140510,206
1,20140511,206
1,20140512,206
1,20140513,206
1,20140515,206
1,20140516,206
1,20140517,206
1,20140518,206
1,20140519,206
1,20140520,206
1,20140521,206
1,20140522,206
1,20140523,206
1,20140524,206
1,20140525,206
1,20140526,206
1,20140527,206
